group_id,title,description,control_id,control_title,control_description,reason,resource,status,severity,account_id,region,audit_manager_control_tower,aws_foundational_security,category,choice_id,cis,cis_controls_v8_ig1,cis_item_id,cis_level,cis_section_id,cis_type,cis_version,cisa_cyber_essentials,fedramp_low_rev_4,fedramp_moderate_rev_4,ffiec,gdpr,gxp_21_cfr_part_11,gxp_eu_annex_11,hipaa_final_omnibus_security_rule_2013,hipaa_security_rule_2003,nist_800_171_rev_2,nist_800_53_rev_4,nist_800_53_rev_5,nist_csf,pci_dss_v321,pillar_id,plugin,question_id,rbi_cyber_security,service,severity,soc_2,type,war_severity
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,redshiftpoc-js MFA delete disabled.,arn:aws:s3:::redshiftpoc-js,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,js-cloudcheckr-demo-cloudtrail MFA delete disabled.,arn:aws:s3:::js-cloudcheckr-demo-cloudtrail,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,elasticbeanstalk-us-west-1-904513543354 MFA delete disabled.,arn:aws:s3:::elasticbeanstalk-us-west-1-904513543354,alarm,,904513543354,us-west-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,amazon-connect-88b16e2cfa6d MFA delete disabled.,arn:aws:s3:::amazon-connect-88b16e2cfa6d,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,jetsweepsanboxcf MFA delete disabled.,arn:aws:s3:::jetsweepsanboxcf,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,js-poc MFA delete disabled.,arn:aws:s3:::js-poc,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,ko-polly-may2021 MFA delete disabled.,arn:aws:s3:::ko-polly-may2021,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,jetsweepanalytics MFA delete disabled.,arn:aws:s3:::jetsweepanalytics,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,appstream-app-settings-us-east-1-904513543354-y8e1z6dx MFA delete disabled.,arn:aws:s3:::appstream-app-settings-us-east-1-904513543354-y8e1z6dx,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,phmediareplication MFA delete disabled.,arn:aws:s3:::phmediareplication,alarm,,904513543354,us-west-2,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,jetsweep-sandbox-config MFA delete disabled.,arn:aws:s3:::jetsweep-sandbox-config,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,jetsweep-share MFA delete disabled.,arn:aws:s3:::jetsweep-share,alarm,,904513543354,us-east-1,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,appstream-app-settings-us-west-2-904513543354-xojthymb MFA delete disabled.,arn:aws:s3:::appstream-app-settings-us-west-2-904513543354-xojthymb,alarm,,904513543354,us-west-2,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp02,BP02 Control traffic at all layers,"When architecting your network topology, you should examine the connectivity requirements of each component. For example, if a component requires internet accessibility (inbound and outbound), connectivity to VPCs, edge services, and external data centers. A VPC allows you to define your network topology that spans an AWS Region with a private IPv4 address range that you set, or an IPv6 address range AWS selects. You should apply multiple controls with a defense in depth approach for both inbound and outbound traffic, including the use of security groups (stateful inspection firewall), Network ACLs, subnets, and route tables. Within a VPC, you can create subnets in an Availability Zone. Each subnet can have an associated route table that defines routing rules for managing the paths that traffic takes within the subnet. You can define an internet routable subnet by having a route that goes to an internet or NAT gateway attached to the VPC, or through another VPC.",aws_compliance.control.cis_v150_2_1_3,2.1.3 Ensure MFA Delete is enabled on S3 buckets,Once MFA Delete is enabled on your sensitive and classified S3 bucket it requires the user to have two forms of authentication.,elasticbeanstalk-us-west-2-904513543354 MFA delete disabled.,arn:aws:s3:::elasticbeanstalk-us-west-2-904513543354,alarm,,904513543354,us-west-2,,,Compliance,,true,,2.1.3,1,2.1,automated,v1.5.0,,,,,,,,,,,,,,,,aws,,,AWS/S3,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_network_acl_remote_administration,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,This control checks if default ports for SSH/RDP ingress traffic for network access control lists (NACLs) is unrestricted. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389.,acl-097d4a05494ef1763 contains 1 rule(s) allowing ingress to port 22 or 3389 from 0.0.0.0/0 or ::/0.,arn:aws:ec2:us-east-1:904513543354:network-acl/acl-097d4a05494ef1763,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,true,true,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_network_acl_remote_administration,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,This control checks if default ports for SSH/RDP ingress traffic for network access control lists (NACLs) is unrestricted. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389.,acl-619d901c contains 1 rule(s) allowing ingress to port 22 or 3389 from 0.0.0.0/0 or ::/0.,arn:aws:ec2:us-east-1:904513543354:network-acl/acl-619d901c,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,true,true,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_network_acl_remote_administration,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,This control checks if default ports for SSH/RDP ingress traffic for network access control lists (NACLs) is unrestricted. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389.,acl-00d7b1a0b7d97020c contains 1 rule(s) allowing ingress to port 22 or 3389 from 0.0.0.0/0 or ::/0.,arn:aws:ec2:us-east-1:904513543354:network-acl/acl-00d7b1a0b7d97020c,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,true,true,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_network_acl_remote_administration,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,This control checks if default ports for SSH/RDP ingress traffic for network access control lists (NACLs) is unrestricted. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389.,acl-0048e03804bf4c07d contains 1 rule(s) allowing ingress to port 22 or 3389 from 0.0.0.0/0 or ::/0.,arn:aws:ec2:us-east-1:904513543354:network-acl/acl-0048e03804bf4c07d,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,true,true,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_network_acl_remote_administration,Network ACLs should not allow ingress from 0.0.0.0/0 to port 22 or port 3389,This control checks if default ports for SSH/RDP ingress traffic for network access control lists (NACLs) is unrestricted. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389.,acl-042cfbe4bfc290cc3 contains 1 rule(s) allowing ingress to port 22 or 3389 from 0.0.0.0/0 or ::/0.,arn:aws:ec2:us-east-1:904513543354:network-acl/acl-042cfbe4bfc290cc3,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,true,true,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_security_group_allows_ingress_authorized_ports,VPC Security groups should only allow unrestricted incoming traffic for authorized ports,This control checks whether the VPC security groups that are in use allow unrestricted incoming traffic. Optionally the rule checks whether the port numbers are listed in the authorizedTcpPorts parameter. The default values for authorizedTcpPorts are 80 and 443.,launch-wizard-14 having unrestricted incoming traffic other than default ports from 0.0.0.0/0,arn:aws:ec2:us-east-1:904513543354:security-group/sg-06a91f8b5be98aa09,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_security_group_allows_ingress_authorized_ports,VPC Security groups should only allow unrestricted incoming traffic for authorized ports,This control checks whether the VPC security groups that are in use allow unrestricted incoming traffic. Optionally the rule checks whether the port numbers are listed in the authorizedTcpPorts parameter. The default values for authorizedTcpPorts are 80 and 443.,Red Hat Enterprise Linux -RHEL- 7 -HVM--7-7_HVM-AutogenByAWSMP- having unrestricted incoming traffic other than default ports from 0.0.0.0/0,arn:aws:ec2:us-east-1:904513543354:security-group/sg-0f6bb46811b6b11b4,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_security_group_allows_ingress_authorized_ports,VPC Security groups should only allow unrestricted incoming traffic for authorized ports,This control checks whether the VPC security groups that are in use allow unrestricted incoming traffic. Optionally the rule checks whether the port numbers are listed in the authorizedTcpPorts parameter. The default values for authorizedTcpPorts are 80 and 443.,launch-wizard-3 having unrestricted incoming traffic other than default ports from 0.0.0.0/0,arn:aws:ec2:us-east-1:904513543354:security-group/sg-072ab215d5ddf5296,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_security_group_allows_ingress_authorized_ports,VPC Security groups should only allow unrestricted incoming traffic for authorized ports,This control checks whether the VPC security groups that are in use allow unrestricted incoming traffic. Optionally the rule checks whether the port numbers are listed in the authorizedTcpPorts parameter. The default values for authorizedTcpPorts are 80 and 443.,launch-wizard-2 having unrestricted incoming traffic other than default ports from 0.0.0.0/0,arn:aws:ec2:us-east-1:904513543354:security-group/sg-01722450480dbc662,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_security_group_allows_ingress_authorized_ports,VPC Security groups should only allow unrestricted incoming traffic for authorized ports,This control checks whether the VPC security groups that are in use allow unrestricted incoming traffic. Optionally the rule checks whether the port numbers are listed in the authorizedTcpPorts parameter. The default values for authorizedTcpPorts are 80 and 443.,launch-wizard-4 having unrestricted incoming traffic other than default ports from 0.0.0.0/0,arn:aws:ec2:us-east-1:904513543354:security-group/sg-0b173011eec6342d2,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_security_group_allows_ingress_authorized_ports,VPC Security groups should only allow unrestricted incoming traffic for authorized ports,This control checks whether the VPC security groups that are in use allow unrestricted incoming traffic. Optionally the rule checks whether the port numbers are listed in the authorizedTcpPorts parameter. The default values for authorizedTcpPorts are 80 and 443.,launch-wizard-6 having unrestricted incoming traffic other than default ports from 0.0.0.0/0,arn:aws:ec2:us-east-1:904513543354:security-group/sg-07e0587dcdb12f0bd,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/VPC,,,,
aws_well_architected.benchmark.well_architected_framework_sec05_bp03,BP03 Automate network protection,"Automate protection mechanisms to provide a self-defending network based on threat intelligence and anomaly detection. For example, intrusion detection and prevention tools that can adapt to current threats and reduce their impact. A web application firewall is an example of where you can automate network protection, for example, by using the AWS WAF Security Automations solution to automatically block requests originating from IP addresses associated with known threat actors.",aws_compliance.control.vpc_security_group_allows_ingress_authorized_ports,VPC Security groups should only allow unrestricted incoming traffic for authorized ports,This control checks whether the VPC security groups that are in use allow unrestricted incoming traffic. Optionally the rule checks whether the port numbers are listed in the authorizedTcpPorts parameter. The default values for authorizedTcpPorts are 80 and 443.,SSM SG having unrestricted incoming traffic other than default ports from 0.0.0.0/0,arn:aws:ec2:us-east-1:904513543354:security-group/sg-0d681a296b689c945,alarm,,904513543354,us-east-1,,,Compliance,,,,,,,,,,,,,,,,,,,,,,,,aws,,,AWS/VPC,,,,
